L,-0.433012784,-0.25
K,-0.866025567,0.5
J,-0.433012784,1.25
I,-0.866025567,1.5
H,-0.433012784,2.75
G,0.0,2.0
F,0.866025567,2.0
E,0.866025567,1.5
D,1.29903793,1.25
C,0.866025567,0.5
B,0.0,0.5
A,0.0,0.0
